sentence_id,clean_text,obfuscated_text,obf_level,meta_label
770,"Multiple crossings detected near border side, alert command","Multiple cross1ng5 detected n3a® border 5ide , alert command",low,HATE
771,"Send backup, radio is down","5eñd 8@ckup , rad10 !s $8d0wñ@",high,THREAT
772,"Tango spotted near checkpoint, move to cover","Tango spotted ñear checkpoint , move to cover",low,HATE
773,"Multiple crossings detected near border side, alert command","Mvl7ipl3 (ro55!ñg$ det33(t3d ñ3a® 8order #51de# , @13®t c0mm4ñd",high,THREAT
774,"Multiple crossings detected near border side, alert command","Mv|tpl3 (ros$in9s detected ñ3ar bo®der $1d3 , alert command",medium,HATE
775,"Send backup, radio is down","Send backup , radio is down",low,HATE
776,Mission NeonSky aborted due to system anomaly,Mission N3onSky a80®t3d due t0 $ys7em anomaly,medium,SAFE
777,"Send backup, radio is down","Send 84ckvp , radi0 is down",medium,HATE
778,"Tango spotted near checkpoint, move to cover","Tango spot7ed near checkpoint , move to cover",low,SAFE
779,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone the meeting",low,SAFE
780,"Sector 10 shows suspicious activity, verify","Sector 10 shows su5pi(ious @ctivity , ve®ify",medium,THREAT
781,"Civilian movement reported near checkpoint, caution","Civili4n  movement reported near c#eckpoint , caution",low,THREAT
782,"Sector 6 shows suspicious activity, verify","$ector 6 show$ suspicious act1vi7y- , v3rify",medium,SAFE
783,"Package status unclear, abort the handover","P@cka93 $7atu2$ vñcle@6r , 4b0®7 #7#e# h@ñdov3®",high,SAFE
784,"The source may shift position, keep eyes open","7#e sovr(3 may 5hift position , keep 3yes open",low,THREAT
785,"Send backup, radio is down","Send backup , r4dio is down",low,THREAT
786,"Operation Delta in two minutes, finalize readiness","Operation D3l7a in two minutes , fin4l1ze r34diñess",medium,SAFE
787,"The source may shift position, keep eyes open","T#e source may shift position , keep eyes open",low,THREAT
788,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the nort# ridge,low,THREAT
789,"Tango spotted near checkpoint, move to cover","T@ñg0 sp0tt3d near ch3ckpoñt , m0ve to cover",medium,SAFE
790,"Civilian movement reported near checkpoint, caution","Civi1ian movement repo®t3d near checkpoint , caution",low,THREAT
791,"The source may shift position, keep eyes open","The  sv®( m@y $h-1ft posi71oñ , keep ey3$ 0p3n",medium,THREAT
792,Establish perimeter and monitor the north ridge,3st@bl!5# p3®!m37e® #@nd@ moñ1to® the ñ00®th ®1d9e,high,HATE
793,"Transmission jam detected, postpone the meeting","Tr4nsm1ss!0n jam d3tected , postpone 7h3 me3t!ng",medium,HATE
794,"Patrol cancelled, area seems unsafe","Patrol cancelled , rea se3m$ vnsafe",medium,SAFE
795,"Patrol cancelled, area seems unsafe","Patrol c4ncelled , area seems unsafe",low,THREAT
796,"Tango spotted near checkpoint, move to cover","T@ñg0 5p077ed n3a® @(h3(kp0int# , m0ve 7o c0v3®",high,SAFE
797,"Tango spotted near checkpoint, move to cover","T4ng0  spotted ñear c#eckpoint , move to cover",low,HATE
798,"Multiple crossings detected near border side, alert command","Mvltip1e cr0$$ing$ detected ne4r 8o®de® side , alert command",medium,HATE
799,"Package status unclear, abort the handover","@P4(ka93@  #$747vs# @uñcle@®$ , 4b09rt @47h3@ hañd0v3®",high,THREAT
800,"Operation Delta in two minutes, finalize readiness","Operation De1t4 1n two minutes , finalize readiness",low,SAFE
801,"Transmission jam detected, postpone the meeting","Transmss!on jm detected , p0stpn 7h metin9",medium,HATE
802,Need to secure base at dawn,Need to secure base at dawn,low,HATE
803,Code Alpha – maintain schedule,Code Alpha – main7ain schedule,low,HATE
804,Recon reports possible infiltration near hill-11,Recon rep0rts possible 1nfil7r4tion ne4r hill - 11,low,THREAT
805,Mission NeonSky aborted due to system anomaly,Mi5sioñ Neon5ky ab0r73d du3 7o sy573m anomaly,medium,HATE
806,Establish perimeter and monitor the north ridge,3stab|ish perimeter añd m_onito® the ñr7h ridge,medium,SAFE
807,"Send backup, radio is down","S3ñd backup , radio i5 down",medium,HATE
808,"Patrol cancelled, area seems unsafe","Patrol cancelled , ar3 seems unsafe",medium,THREAT
809,"Multiple crossings detected near border side, alert command","Mu1tipl3 cr0s$in9$ d6e7ec7ed ñ34® 80®d3® s!d4e , 4l3®7 (0mm@ñd",high,HATE
810,"The source may shift position, keep eyes open","7#3 #$0u®ce# m@y 5#!f7 pos!710n , k33p 53ye$ 0pen",high,HATE
811,"Zone-D reports hostile movement, silent mode on","Zone - D r3ports hostile movement , silent mode on",low,THREAT
812,Recon reports possible infiltration near hill-10,Recon r3por7s possible infiltration ñear #!|l - 10,medium,SAFE
813,"Sector 2 shows suspicious activity, verify","Sector 2 shows suspicious activity , ver1fy",low,SAFE
814,"The source may shift position, keep eyes open","7#e  sov®c3 #m4y# s#1ft #posi710ñ@ , @ke3p# ey3s 0p3ñ",high,THREAT
815,Recon reports possible infiltration near hill-10,Recoñ_  reports p0ss!ble infiltration near hill - 10,medium,THREAT
816,Need to secure base at dawn,Need 70 secu®e 8a53 a7 dawn,medium,SAFE
817,"Sector 8 shows suspicious activity, verify","@$3ct60®#  68 5#0w5 $$vsp!(!ov5@ @(t1v17y , $v3r!fy@",high,SAFE
818,"Transmission jam detected, postpone the meeting","Tran5mission jam detec73d , postpone the meeting",low,HATE
819,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize readiness",low,HATE
820,"Package status unclear, abort the handover","Packag3 s7atu5 uñ(lear , abort th3 handover",low,SAFE
821,Need to secure base at dawn,ñe3d $to# s3(ur3 8@$e7 at d4wñ,high,THREAT
822,"Transmission jam detected, postpone the meeting","Transmiss_ioñ j@m de7ected , pos7p0ñ3 t#e mee7ng",medium,SAFE
823,"Tango spotted near checkpoint, move to cover","74ngo spotted ñe@r ch3ckp0in7 , move t cover",medium,SAFE
824,"Payload drop scheduled at 0130 hrs, confirm logistics","Payload d®op scheduled at 0130 hrs , (onfirm logistics",low,SAFE
825,"Zone-C reports hostile movement, silent mode on","Zone - C reports h0stile movement , silent mode on",low,SAFE
826,Code Alpha – maintain schedule,Code Alpha – maintain schedule,medium,SAFE
827,"Package status unclear, abort the handover","Package status uñ(l34r , abort the handover",medium,SAFE
828,"Zone-2 reports hostile movement, silent mode on","Z0ñ3 - 2 ®e7po®7$ ho57!|e m0vem3ñ7 , 4si|eñt $m0d8e# on",high,SAFE
829,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop sc#edvled at 0500 hrs , confirm logistics",low,HATE
830,"Send backup, radio is down","Send backup , radio is d0wñ",low,HATE
831,"The source may shift position, keep eyes open","The  s0vr( m4y 5hif7 position , k33p eyes o-pn",medium,SAFE
832,Code Alpha – maintain schedule,C0de Alpha – maintaiñ schedule,low,THREAT
833,"Tango spotted near checkpoint, move to cover","Tango sp07ted n34r (#3ckp0!nt , m0v3 to (0v3r",medium,SAFE
834,Establish perimeter and monitor the north ridge,Establish per1mete® and m0ni7or the north ridge,low,SAFE
835,"Multiple crossings detected near border side, alert command","Mul7iple c®ossing5 detected near border s1de , alert command",low,THREAT
836,"The source may shift position, keep eyes open","The source may 5hift pos1t!0n , keep ey3s open",medium,THREAT
837,"Transmission jam detected, postpone the meeting","Transmission j@m d37ected , po$tp0ne_ t#3 m371n9",medium,THREAT
838,Need to secure base at dawn,Need to 5ecu®e 84se at dawn,low,THREAT
839,All units remain in blackout; maintain radio silence,All vnits remain 1n blackout ; maintain radio sil3n(e,low,SAFE
840,Need to secure base at dawn,ñ33d 7o s3(u®e #base# 4t d@wñ,high,SAFE
841,"Target confirmed near sector 3, stay alert","7a®g37 (0ñfi®med ñea® $$3(70r$ 3 , s7ay a13r87",high,SAFE
842,"Operation Delta in two minutes, finalize readiness","Ope®4t1on Delta in two minut3s , finalize ®eadin3ss",low,SAFE
843,"Multiple crossings detected near border side, alert command","Mvlt!p13 (®0$5!ñ90$ $de73ct3d@ $ñ3@®@ b0®de® 51de , 4l3®t #(0mmañd$",high,SAFE
844,"Package status unclear, abort the handover","Package status uñ(le4r , abort the handover",low,HATE
845,"Sector 9 shows suspicious activity, verify","Sector 9 5hows suspici0v$ activity , verify",medium,SAFE
846,"The source may shift position, keep eyes open","7h63 s0u®3(3 m@y #$#if7# po$i710ñ , k33p ey35 0p3n",high,THREAT
847,Establish perimeter and monitor the north ridge,3s7@8|!sh pe®imt3r añd m0ni70® the north ridg3,medium,THREAT
848,"Target confirmed near sector 3, stay alert","Target confirm3d ñear s3ctor 3 , stay 4lert",low,SAFE
849,"Sector 7 shows suspicious activity, verify","5e(tor 7 shows suspicious activity , verify",low,SAFE
850,"Transmission jam detected, postpone the meeting","Transmis5ion jam detec7ed , postpone the meeting",low,HATE
851,"Patrol cancelled, area seems unsafe","P47ro| (añce1l3d , area seem$ unsafe",medium,THREAT
852,"Zone-A reports hostile movement, silent mode on","Zo_ne - A ®eports h0sti| movement , 5ileñt m0d3 on",medium,HATE
853,Establish perimeter and monitor the north ridge,E5t4bl1sh  perimeter and monitor the nort# ridge,low,HATE
854,"Tango spotted near checkpoint, move to cover","Tango spotted ñe4r checkpoint , move to cover",low,THREAT
855,"Package status unclear, abort the handover","P4cka9e sta7s unclear , abort the h4ndov3r",medium,SAFE
856,Unverified reports suggest agitators gathering,Unverified reports suggest agitato®s 9a7#3ring,low,HATE
857,"The source may shift position, keep eyes open","The source may 5#if7 position , keep eyes open",low,THREAT
858,Establish perimeter and monitor the north ridge,E$tab1!sh p3®im3-ter @ñd monitor t#e north r1d9e,medium,THREAT
859,"Target confirmed near sector 5, stay alert","Target confirmed near sector 5 , stay alert",low,SAFE
860,"Payload drop scheduled at 0500 hrs, confirm logistics","Pay|0ad  drop sch3du|ed at 0500 #r$ , (onf!rm 1o9ist1cs",medium,THREAT
861,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload d®op sc#eduled a7 0500 #®s , confirm logistics",medium,THREAT
862,"Target confirmed near sector 4, stay alert","7a®9et coñf1rm3d #ñe@r# s3ct0® @4@ , $ta3y 4ler7",high,HATE
863,"Target confirmed near sector 8, stay alert","@T@rg37# c0ñf1®med #ñ34®0# #$ec70r3@ 8 , $t4y #@l3®7@",high,THREAT
864,Mission NeonSky aborted due to system anomaly,M1ss!oñ ñ3on$ky @bort3d dv3 #708@ 5y$73m @n0m41y,high,HATE
865,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload d®op 5chedvled @t 0500 h®s , coñfirm logistics",medium,THREAT
866,"Sector 6 shows suspicious activity, verify","S3(t0r 6 shows 5vspici0us act!v1ty , verify",medium,THREAT
867,Need to secure base at dawn,Need t0 s3cure base at dawn,low,HATE
868,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , caution",low,SAFE
869,Establish perimeter and monitor the north ridge,Establ1s# perimeter and moñit0® th3 n0r7h ridge,medium,THREAT
870,"Send backup, radio is down","#$3ñd$ 84ckvp , 3rad10 i$ d0wñ",high,HATE
871,"Patrol cancelled, area seems unsafe","Patrol cañce1led , area seems uñsafe",low,SAFE
872,"Package status unclear, abort the handover","P0a(k@9e $t47u$ un(|ear , 4b0®07 $7#e# #4ñd0v3r",high,THREAT
873,"The source may shift position, keep eyes open","The 50u®ce may shift po5it1on , keep eyes open",low,HATE
874,"Payload drop scheduled at 0500 hrs, confirm logistics","P4yload drp s(hedvl3d at 0500 #®s , conf!rm logisti(s",medium,SAFE
875,Unverified reports suggest agitators gathering,vnv3®1f1ed  r3p0®t5 sv993s7 a9!7a7or5 94the®iñ9,high,THREAT
876,"Operation Delta in two minutes, finalize readiness","Operation Delta 1ñ tw0 minutes , fin@l!z readiness",medium,THREAT
877,All units remain in blackout; maintain radio silence,All units ®em4in in blackout ; maintain radio s11ence,low,THREAT
878,"The source may shift position, keep eyes open","The source may s#ift position , keep eyes open",low,THREAT
879,"Zone-2 reports hostile movement, silent mode on","Zone - 2 reports hostile movemen7 , silent mode 0n",low,HATE
880,"Operation Delta in two minutes, finalize readiness","0p3®47i0ñ8  De17a 1n tw0 m1nv73$ , f!n4l!z3 ®34d1ñ3ss",high,THREAT
881,"Target confirmed near sector 1, stay alert","Targ3t confirmed near sector 1 , stay alert",low,HATE
882,"Sector 8 shows suspicious activity, verify","S3(tor 8 shows suspi(ious activity , ver1fy",low,SAFE
883,Recon reports possible infiltration near hill-5,®econ r3po®ts possible infi17®aton n3a® hill - 5,medium,SAFE
884,"Patrol cancelled, area seems unsafe","Patr01  cancelled , area seems unsafe",low,HATE
885,"Tango spotted near checkpoint, move to cover","Tango spotted ne4r checkpoint , move to cover",low,HATE
886,All units remain in blackout; maintain radio silence,#4||$ vnit5 ®3m6@!n 1ñ 814(k0u7 ; @m4iñ7aiñ@ ®4d!o @5!13ñ(e@,high,HATE
887,"The source may shift position, keep eyes open","T#3 source m4y shift po$i7ion , keep ey3_5 op3ñ",medium,HATE
888,"The source may shift position, keep eyes open","The sou_®c3 m4y shift psi70n , keep 3yes peñ",medium,THREAT
889,"Operation Delta in two minutes, finalize readiness","Operation Delta !ñ two minvtes , finalize ®e@dines5",medium,HATE
890,Need to secure base at dawn,ñ33d #70$ $3(vr3 #ba5e# $a7# d4wn,high,SAFE
891,"Zone-1 reports hostile movement, silent mode on","Z0n3 - 1 reports #0s71le m0vem3ñ7 , silent mod3 on",medium,SAFE
892,"Transmission jam detected, postpone the meeting","Transmss0n  jam de7ect3d , postpone the meeting",medium,THREAT
893,"Target confirmed near sector 3, stay alert","Target confirmed near 53(70r 3 , st4y al3rt",medium,HATE
894,"Package status unclear, abort the handover","Package $7atvs unclear , @8ort 7h3 handover",medium,SAFE
895,"Send backup, radio is down","Send 84ckvp , radio is down",medium,SAFE
896,"Patrol cancelled, area seems unsafe","P4trol cance1led , area seem5 unsafe",low,SAFE
897,Establish perimeter and monitor the north ridge,3s7@8|i$#  #pe7®ime73r@ #@ñd# m0ñ170® 73h3 ñ0®7h r!dg3,high,SAFE
898,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , move to cov3r",low,THREAT
899,Unverified reports suggest agitators gathering,vnv3rif!ed r3ports sug9est ag1t4to®s gathering,medium,HATE
900,"Payload drop scheduled at 2100 hrs, confirm logistics","Payload drop scheduled 4t 2100 hrs , c0nfirm logistics",medium,HATE
901,Mission NeonSky aborted due to system anomaly,Mis510ñ N3oñ5ky 4b0®73d @dv3$ 7o 05ystem anom@1y,high,SAFE
902,"Civilian movement reported near checkpoint, caution","(ivilian movement reported near checkpoint , cau71on",low,HATE
903,"Multiple crossings detected near border side, alert command","Mvltip13 (®05s1ñg$ d373(7ed #ñe@®@ bo®de® $id3 , 41e®7 $(omm@nd$",high,THREAT
904,"Payload drop scheduled at 2100 hrs, confirm logistics","P4ylo4d drop scheduled 4t 2100 hrs , confirm logistics",low,HATE
905,"The source may shift position, keep eyes open","#7#3$  $our(3 m4y $5#!f7# #p0si7!0n@ , ke6ep #3y3s$ 0p3n",high,HATE
906,"Zone-C reports hostile movement, silent mode on","Zoñ3_ - C reports hostile movement , silent m0de 0ñ",medium,THREAT
907,"Send backup, radio is down","Send backup , radio 1s down",low,THREAT
908,"Civilian movement reported near checkpoint, caution","Civi|!an mov3meñt ®epo®7ed near ch3ckpin7 , cau7oñ",medium,THREAT
909,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,THREAT
910,Recon reports possible infiltration near hill-5,Re(on reports possible iñfi1tration ñea® hill - 5,low,HATE
911,"The source may shift position, keep eyes open","#87#3# 50v®(3 m4y $s#if7@ @p0$!71oñ@ , k33p 3y3s op3n",high,HATE
912,"Zone-B reports hostile movement, silent mode on","Zone - B reports hostile m0vement , silent mode on",low,SAFE
913,Recon reports possible infiltration near hill-1,Rec0n  ®eports pos$ib|e iñfi1tr4t10n near hi1l - 1,medium,SAFE
914,"Civilian movement reported near checkpoint, caution","(1v1liañ 0m0v3men7 @®ep0rt3d# ñ3@® (#3(k9p0!ñ7 , (4ut10ñ",high,SAFE
915,"Multiple crossings detected near border side, alert command","Mvlt1p|3 cro5s!ngs de7e(73d ñ3@® 80®d3® $id35 , a13®7 c0mm@ñd",high,HATE
916,"Payload drop scheduled at 0005 hrs, confirm logistics","P4yl0ad d®0p 5c#edvl3d @87 0005 hrs , (0nf!rm |09isti(5",high,THREAT
917,"Send backup, radio is down","Send 8ackup , r4dio is down",low,HATE
918,"Zone-A reports hostile movement, silent mode on","2Zoñ3 - 49 ®3p4or7$ h0s72113 m0v3meñ7 , sil3nt m09d3 oñ",high,SAFE
919,Code Alpha – maintain schedule,(0de 41p#a – ma!ñ74iñ $(#3dv13,high,HATE
920,Recon reports possible infiltration near hill-4,R3(on_  reports pos5!ble inf1ltr@7i0n n3@r h1l1 - 4,medium,THREAT
921,Recon reports possible infiltration near hill-7,Rec0ñ  reports possible infiltration ñ3ar hill - 7,low,THREAT
922,"Sector 4 shows suspicious activity, verify","Sc7o® 4 shows su5pcou-5 activity , v3rify",medium,HATE
923,All units remain in blackout; maintain radio silence,All units remain ñ blackout ; m@int4in rad!o $!lnc3,medium,SAFE
